date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-09-23,21,46,21,981000,21
2025-09-24,16,29,12,838480,15
2025-09-25,18,46,26,924062,18
2025-09-26,29,72,26,1619051,27
2025-09-27,37,131,36,2732802,33
2025-09-28,22,51,24,1144930,21
2025-09-29,12,26,15,630784,11
2025-09-30,1,3,7,148760,1
2025-10-01,2,3,2,102300,2
2025-10-02,15,34,23,768021,15
2025-10-03,25,59,29,1289451,24
2025-10-04,30,93,36,2097144,30
2025-10-05,16,45,23,828100,15
2025-10-06,11,42,17,613940,10
2025-10-07,13,32,12,1043570,13
2025-10-08,7,14,7,380820,7
2025-10-09,20,51,27,1222732,20
2025-10-10,34,77,32,1604480,31
2025-10-11,58,187,55,4188595,55
2025-10-12,43,134,49,3122424,43
2025-10-13,21,58,20,1156591,20
2025-10-14,14,42,15,818010,14
2025-10-15,7,14,14,407540,7
2025-10-16,11,22,11,639011,11
2025-10-17,28,62,33,1457231,28
2025-10-18,40,130,47,2438281,40
2025-10-19,28,60,28,1381440,25
2025-10-20,14,33,18,803490,14
2025-10-21,3,6,3,120040,3
2025-10-22,7,13,12,384160,7
2025-10-23,16,38,15,794130,15
2025-10-24,21,51,21,1198860,21
2025-10-25,36,140,34,2180062,36
2025-10-26,28,66,28,1598033,27
2025-10-27,9,24,14,459512,9
2025-10-28,7,15,7,354900,7
2025-10-29,16,42,21,990800,16
2025-10-30,6,13,13,396700,6
2025-10-31,21,55,26,1189340,21
2025-11-01,43,121,30,3484076,42
2025-11-02,34,95,26,2521082,34
2025-11-03,8,21,8,434940,8
2025-11-04,6,13,7,274140,6
2025-11-05,6,16,13,371300,6
2025-11-06,8,16,14,327450,8
2025-11-07,31,84,29,3214732,31
2025-11-08,40,119,32,5899651,39
2025-11-09,30,83,20,4001846,28
2025-11-10,22,62,26,2554000,21
2025-11-11,10,39,12,1144200,10
2025-11-12,15,36,10,1776560,15
2025-11-13,37,102,34,4277542,37
2025-11-14,39,93,31,4746711,39
2025-11-15,44,130,41,5865545,44
2025-11-16,38,149,31,3851752,38
2025-11-17,30,62,24,3230325,29
2025-11-18,31,62,29,3222101,31
2025-11-19,14,34,15,1736101,14
2025-11-20,24,56,26,2825120,24
2025-11-21,48,135,44,6376890,48
2025-11-22,34,112,40,5080122,34
2025-11-23,53,151,44,6060577,53
2025-11-24,22,55,27,2549270,22
2025-11-25,12,31,14,1344900,12
2025-11-26,12,29,11,1445320,12
2025-11-27,19,47,21,2340122,19
2025-11-28,30,90,27,3761130,30
2025-11-29,36,113,33,4760632,36
2025-11-30,23,61,27,2309371,22
2025-12-01,17,50,19,1894562,17
2025-12-02,7,16,12,757700,7
2025-12-03,11,26,15,1279240,10
2025-12-04,17,109,19,2827520,17
2025-12-05,31,111,31,3374541,31
2025-12-06,32,98,35,4704760,32
2025-12-07,21,58,28,2518200,20
2025-12-08,5,10,12,437200,5
2025-12-09,8,25,10,1537900,8
2025-12-10,9,27,10,1083901,9
2025-12-11,8,29,20,1505900,7
2025-12-12,16,43,22,2118700,16
2025-12-13,27,77,25,4149460,27
2025-12-14,14,37,17,1961460,14
2025-12-15,5,11,12,681821,5
2025-12-16,3,6,3,215000,3
2025-12-17,2,4,2,200200,2
2025-12-18,8,39,15,1286021,8
2025-12-19,14,41,18,1853002,14
2025-12-20,20,57,21,2836090,20
2025-12-21,7,15,14,945320,7
2025-12-22,3,6,3,260000,3
