date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-12-26,38,120,39,4629822,38
2025-12-27,43,122,33,6815659,43
2025-12-28,57,171,51,8445314,57
2025-12-29,50,154,45,7867864,50
2025-12-30,50,135,37,6411725,46
2025-12-31,40,122,37,6088374,40
2026-01-01,29,95,30,4727604,29
2026-01-02,37,125,31,6586556,37
2026-01-03,39,98,29,5245329,36
2026-01-04,27,68,31,2450685,25
2026-01-05,9,28,10,1408310,9
2026-01-06,9,24,9,1170199,9
2026-01-07,1,2,1,79000,1
2026-01-08,8,18,13,1079300,8
2026-01-09,20,58,20,2872045,20
2026-01-10,51,131,41,6643279,50
2026-01-11,38,101,30,5991308,38
2026-01-12,22,51,23,2070850,22
2026-01-13,13,30,13,1674120,13
2026-01-14,6,15,6,737400,6
2026-01-15,16,34,16,1945564,16
2026-01-16,16,46,21,2209524,16
2026-01-17,38,108,36,5245903,37
2026-01-18,22,61,24,2749450,22
2026-01-19,10,27,17,1089441,10
2026-01-20,16,36,17,1670790,16
2026-01-21,9,17,10,971220,9
2026-01-22,11,25,16,1369584,11
2026-01-23,21,52,21,2672541,21
2026-01-24,35,111,28,5679222,35
2026-01-25,21,58,35,2893616,21
2026-01-26,9,20,15,942492,9
2026-01-27,5,10,5,501000,5
2026-01-28,4,9,11,475200,4
2026-01-29,10,27,11,1494101,10
2026-01-30,23,60,28,2616664,22
2026-01-31,26,79,22,4671616,25
2026-02-01,7,15,7,770000,7
2026-02-02,7,12,5,666200,5
2026-02-03,7,16,8,815240,7
2026-02-04,3,19,13,719700,3
2026-02-05,4,8,11,451380,4
2026-02-06,21,50,27,2955354,20
2026-02-07,29,102,39,4027463,29
2026-02-08,16,56,22,2296975,16
2026-02-09,6,51,13,979400,6
2026-02-10,7,24,9,911120,7
2026-02-11,17,44,14,2998546,17
2026-02-12,11,23,11,1282460,11
2026-02-13,18,45,23,1987672,18
2026-02-14,28,77,22,3966290,28
2026-02-15,16,43,19,2204951,16
2026-02-16,13,30,16,1629600,12
2026-02-17,7,19,11,934039,7
2026-02-18,8,22,8,926060,8
2026-02-19,9,16,9,733800,8
2026-02-20,18,42,19,2130741,18
2026-02-21,39,94,27,5237539,39
2026-02-22,32,96,31,5289977,32
2026-02-23,4,11,5,539660,4
2026-02-24,5,12,5,726500,5
2026-02-25,5,13,12,646920,5
2026-02-26,4,9,11,432200,4
2026-02-27,9,28,17,1272134,9
2026-02-28,30,116,22,5605561,30
2026-03-01,11,30,14,1471850,11
2026-03-02,4,8,7,363100,4
2026-03-03,2,6,2,495500,2
2026-03-04,2,6,2,277970,2
2026-03-05,5,13,10,959000,5
2026-03-06,10,32,15,1406150,10
2026-03-07,12,42,19,2541220,12
2026-03-08,7,17,7,615280,7
2026-03-09,3,8,3,385220,3
2026-03-10,8,22,15,1061800,8
2026-03-11,1,2,1,87780,1
2026-03-12,2,4,2,207200,2
2026-03-13,16,45,26,1627860,16
2026-03-14,11,21,15,1313190,11
2026-03-15,8,22,8,807670,8
2026-03-16,2,2,1,118800,1
2026-03-17,4,9,5,389400,4
2026-03-18,4,10,4,388960,4
2026-03-19,6,14,6,646270,6
2026-03-20,18,48,19,2082204,18
2026-03-21,14,35,9,1649070,14
2026-03-22,7,18,12,738710,7
2026-03-23,2,5,7,301920,2
2026-03-24,2,4,2,219230,2
2026-03-25,2,4,9,353120,2
2026-03-26,3,9,3,518200,3
