date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-05-12,14,25,14,600350,14
2026-05-13,9,19,9,611692,9
2026-05-14,3,20,6,421960,3
2026-05-15,16,38,18,862161,16
2026-05-16,18,52,22,1252871,18
2026-05-17,22,46,20,863523,20
2026-05-18,9,18,9,420680,9
2026-05-19,13,24,13,682730,13
2026-05-20,5,12,5,395130,5
2026-05-21,16,34,14,922264,16
2026-05-22,12,28,13,767460,12
2026-05-23,29,69,29,1604111,29
2026-05-24,15,37,15,581621,15
2026-05-25,7,19,10,366360,6
2026-05-26,11,23,12,594150,11
2026-05-27,8,21,9,447885,8
2026-05-28,9,15,8,367840,8
2026-05-29,14,40,15,793023,14
2026-05-30,19,45,18,1049009,18
2026-05-31,15,41,16,823397,15
2026-06-01,4,10,4,190801,4
2026-06-02,6,14,6,242400,6
2026-06-03,2,42,9,393000,2
2026-06-04,14,26,12,542112,12
2026-06-05,9,58,16,1445115,9
2026-06-06,15,48,15,1298798,15
2026-06-07,8,20,9,379901,8
2026-06-08,5,9,5,167501,5
2026-06-09,3,6,3,150530,3
2026-06-10,1,10,2,90000,1
2026-06-11,3,6,3,120500,3
2026-06-12,6,13,6,421302,6
2026-06-13,15,29,14,460065,14
2026-06-14,5,12,6,249901,5
2026-06-15,3,4,3,44500,3
2026-06-16,5,11,5,232017,5
2026-06-17,0,0,0,0,0
2026-06-18,5,6,11,132500,4
2026-06-19,6,17,6,355685,6
2026-06-20,15,54,18,1164722,15
2026-06-21,4,10,4,216101,4
2026-06-22,3,5,3,190300,3
2026-06-23,1,1,1,17000,1
2026-06-24,0,0,0,0,0
2026-06-25,5,1,8,2400,1
2026-06-26,3,8,13,177920,3
2026-06-27,9,21,17,462600,9
2026-06-28,2,4,10,52200,2
2026-06-29,2,5,10,133200,2
2026-06-30,0,0,0,0,0
2026-07-01,1,3,1,67500,1
2026-07-02,0,0,0,0,0
2026-07-03,5,11,5,257800,5
2026-07-04,3,8,3,290597,3
2026-07-05,6,13,5,501222,5
2026-07-06,6,17,6,551600,5
2026-07-07,0,0,0,0,0
2026-07-08,1,0,1,0,1
2026-07-09,5,7,3,285000,3
2026-07-10,6,17,7,306640,6
2026-07-11,15,43,16,1259721,15
2026-07-12,4,17,5,128100,4
2026-07-13,2,4,2,88900,2
2026-07-14,0,0,0,0,0
2026-07-15,1,2,1,116600,1
2026-07-16,2,4,2,56500,2
2026-07-17,5,8,5,130220,5
2026-07-18,40,86,41,2077291,35
2026-07-19,15,70,20,1340683,15
2026-07-20,10,25,9,606501,9
2026-07-21,1,3,1,65340,1
2026-07-22,3,9,7,185700,3
2026-07-23,2,6,2,97401,2
2026-07-24,9,23,8,571463,8
2026-07-25,16,51,20,525602,15
2026-07-26,10,38,11,391161,10
2026-07-27,4,12,4,194100,4
2026-07-28,2,9,2,232416,2
2026-07-29,2,5,2,97500,2
2026-07-30,7,21,6,400518,6
2026-07-31,7,24,9,575280,6
2026-08-01,6,21,6,511441,6
2026-08-02,3,10,4,152760,3
2026-08-03,2,7,2,104400,2
2026-08-04,15,20,11,396640,11
2026-08-05,10,24,13,411103,10
2026-08-06,1,3,2,66060,1
2026-08-07,9,25,7,500244,7
2026-08-08,13,45,14,918611,12
2026-08-09,2,8,3,257352,2
2026-08-10,4,10,4,330751,4
