date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-01-31,28,76,28,4721348,27
2026-02-01,20,62,18,2804800,20
2026-02-02,9,21,9,1212324,9
2026-02-03,11,21,11,790120,11
2026-02-04,6,16,7,637490,6
2026-02-05,11,27,10,1245120,11
2026-02-06,24,60,29,2979871,23
2026-02-07,38,120,39,5281466,37
2026-02-08,22,71,25,3244140,22
2026-02-09,14,35,14,1711400,14
2026-02-10,13,32,14,1060360,13
2026-02-11,27,60,26,3696426,27
2026-02-12,18,40,18,1911900,18
2026-02-13,29,137,29,4375662,29
2026-02-14,35,102,35,4459933,35
2026-02-15,23,54,23,2287515,23
2026-02-16,20,54,21,2404210,19
2026-02-17,19,50,21,2567795,19
2026-02-18,13,31,12,1297840,11
2026-02-19,15,40,19,1689700,14
2026-02-20,34,91,38,4763561,34
2026-02-21,46,123,46,6453775,45
2026-02-22,42,116,43,6285660,42
2026-02-23,16,38,17,1418500,16
2026-02-24,12,38,15,1766900,12
2026-02-25,8,19,8,1023850,8
2026-02-26,14,35,13,1563866,14
2026-02-27,23,60,27,2929048,23
2026-02-28,39,142,42,6504532,39
2026-03-01,12,27,12,1083000,12
2026-03-02,9,23,10,1026880,9
2026-03-03,5,14,5,759940,5
2026-03-04,4,11,4,448470,4
2026-03-05,10,30,12,1926800,10
2026-03-06,21,59,23,2416671,21
2026-03-07,21,63,23,3890097,21
2026-03-08,14,34,14,1251680,14
2026-03-09,4,10,4,552950,4
2026-03-10,10,25,10,1172200,10
2026-03-11,2,4,2,200780,2
2026-03-12,9,21,9,761402,9
2026-03-13,21,55,26,2304275,21
2026-03-14,27,80,26,4357542,27
2026-03-15,19,46,20,1724651,19
2026-03-16,7,24,8,1055300,5
2026-03-17,6,15,8,637000,6
2026-03-18,8,23,8,971700,8
2026-03-19,13,36,14,1581450,13
2026-03-20,40,112,38,4924150,39
2026-03-21,25,72,25,2599710,25
2026-03-22,14,36,15,1700160,14
2026-03-23,6,16,6,748320,6
2026-03-24,3,6,3,307010,3
2026-03-25,5,11,5,641020,5
2026-03-26,5,10,5,401900,5
2026-03-27,21,60,21,1919680,21
2026-03-28,28,69,28,1921701,27
2026-03-29,20,47,18,1463270,20
2026-03-30,5,15,5,616819,5
2026-03-31,6,13,6,429200,6
2026-04-01,1,2,1,46200,1
2026-04-02,4,9,4,137300,4
2026-04-03,4,8,4,188800,4
2026-04-04,7,22,8,475071,7
2026-04-05,4,9,4,290600,4
2026-04-06,6,18,9,551700,6
2026-04-07,3,6,3,99500,3
2026-04-08,1,2,1,18500,1
2026-04-09,0,0,0,0,0
2026-04-10,8,12,6,300400,6
2026-04-11,13,32,14,634000,12
2026-04-12,2,6,2,93960,2
2026-04-13,3,3,2,67000,2
2026-04-14,1,3,1,63120,1
2026-04-15,0,0,0,0,0
2026-04-16,1,3,1,61000,1
2026-04-17,1,2,1,27000,1
2026-04-18,8,16,8,656560,8
2026-04-19,2,5,2,101970,2
2026-04-20,1,2,1,40000,1
2026-04-21,1,2,1,17600,1
2026-04-22,1,2,1,103200,1
2026-04-23,2,3,2,71500,2
2026-04-24,3,7,3,278000,3
2026-04-25,3,11,3,291000,3
2026-04-26,1,3,1,65340,1
2026-04-27,1,1,1,17500,1
2026-04-28,2,4,2,96140,2
2026-04-29,5,12,4,398500,5
2026-04-30,1,2,1,45540,1
2026-05-01,2,8,3,118360,2
