date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-01-25,20,54,21,3035834,20
2026-01-26,14,30,13,1533952,14
2026-01-27,10,21,10,925040,10
2026-01-28,8,23,8,1203620,8
2026-01-29,14,37,16,2291581,14
2026-01-30,27,66,28,2814360,26
2026-01-31,28,79,29,4609728,27
2026-02-01,19,60,17,2590800,19
2026-02-02,7,17,7,919100,7
2026-02-03,10,20,10,640520,10
2026-02-04,7,18,8,763000,7
2026-02-05,8,17,8,998720,8
2026-02-06,23,57,29,3044571,22
2026-02-07,36,118,38,4642804,35
2026-02-08,23,71,26,3183090,23
2026-02-09,13,32,13,1682320,13
2026-02-10,10,27,11,906260,10
2026-02-11,27,63,26,3801346,27
2026-02-12,18,40,18,1911900,18
2026-02-13,30,139,30,4485262,30
2026-02-14,39,106,37,4784773,39
2026-02-15,24,56,24,2507935,24
2026-02-16,18,51,19,2349990,17
2026-02-17,18,48,20,2397425,18
2026-02-18,12,29,11,1196410,10
2026-02-19,14,38,18,1620100,13
2026-02-20,27,78,31,4141861,27
2026-02-21,45,120,45,6284104,44
2026-02-22,42,115,42,5802930,41
2026-02-23,13,31,14,1125200,13
2026-02-24,12,38,15,1766900,12
2026-02-25,8,19,8,1024150,8
2026-02-26,12,30,11,1288906,12
2026-02-27,18,48,22,2350844,18
2026-02-28,35,129,38,5970332,35
2026-03-01,9,20,9,792600,9
2026-03-02,8,21,9,954280,8
2026-03-03,4,12,4,601540,4
2026-03-04,4,11,4,448470,4
2026-03-05,9,26,10,1687800,9
2026-03-06,17,49,19,2120380,17
2026-03-07,20,60,22,3767997,20
2026-03-08,13,32,13,1170280,13
2026-03-09,3,8,3,515120,3
2026-03-10,9,24,9,1132200,9
2026-03-11,1,2,1,87780,1
2026-03-12,10,23,10,827402,10
2026-03-13,20,53,25,2149275,20
2026-03-14,22,64,21,3410602,22
2026-03-15,14,34,15,1316310,14
2026-03-16,7,24,8,1055300,5
2026-03-17,5,13,7,566600,5
2026-03-18,7,21,7,818580,7
2026-03-19,12,34,13,1538550,12
2026-03-20,37,104,35,4364742,36
2026-03-21,24,70,24,2432510,24
2026-03-22,12,32,13,1540760,12
2026-03-23,6,16,6,748320,6
2026-03-24,3,6,3,307010,3
2026-03-25,3,6,3,421320,3
2026-03-26,5,10,5,401900,5
2026-03-27,21,56,20,1783601,20
2026-03-28,24,63,25,1581002,23
2026-03-29,21,50,19,1527770,21
2026-03-30,4,11,4,489219,4
2026-03-31,6,16,6,474900,6
2026-04-01,1,2,1,46200,1
2026-04-02,4,9,4,137300,4
2026-04-03,2,4,2,107000,2
2026-04-04,4,15,5,368071,4
2026-04-05,4,9,4,290600,4
2026-04-06,6,19,9,589700,6
2026-04-07,3,6,3,99500,3
2026-04-08,1,2,1,18500,1
2026-04-09,0,0,0,0,0
2026-04-10,8,12,6,300400,6
2026-04-11,9,24,10,474100,8
2026-04-12,1,4,1,80960,1
2026-04-13,5,9,4,138400,4
2026-04-14,1,3,1,63120,1
2026-04-15,0,0,0,0,0
2026-04-16,1,3,1,61000,1
2026-04-17,1,2,1,27000,1
2026-04-18,7,14,7,580560,7
2026-04-19,1,3,1,62370,1
2026-04-20,1,2,1,40000,1
2026-04-21,0,0,0,0,0
2026-04-22,1,2,1,103200,1
2026-04-23,2,3,2,71500,2
2026-04-24,3,7,3,278000,3
2026-04-25,3,11,3,291000,3
