date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-03-13,20,43,30,1685530,20
2025-03-14,25,64,25,2708971,25
2025-03-15,44,131,36,5821697,43
2025-03-16,29,78,27,2610530,28
2025-03-17,21,57,26,2168440,21
2025-03-18,26,62,34,2427182,26
2025-03-19,21,62,22,1875430,21
2025-03-20,26,87,30,2297163,25
2025-03-21,35,87,30,3802091,35
2025-03-22,44,116,40,4879920,44
2025-03-23,23,64,23,2105261,22
2025-03-24,18,48,22,1106391,18
2025-03-25,23,57,27,1867180,22
2025-03-26,11,33,17,1110500,11
2025-03-27,35,92,35,2332851,30
2025-03-28,30,87,34,2497900,30
2025-03-29,44,120,34,4615388,42
2025-03-30,23,76,27,1654561,22
2025-03-31,14,41,22,1231640,14
2025-04-01,4,8,4,187950,4
2025-04-02,5,11,5,300051,5
2025-04-03,2,4,2,44000,2
2025-04-04,19,51,27,893113,16
2025-04-05,17,58,23,1427861,17
2025-04-06,11,32,14,675750,11
2025-04-07,7,16,7,260300,6
2025-04-08,7,13,12,296180,7
2025-04-09,0,0,0,0,0
2025-04-10,8,17,8,260420,7
2025-04-11,9,29,20,391551,9
2025-04-12,30,99,28,1754982,30
2025-04-13,9,19,15,511801,8
2025-04-14,3,9,11,275200,3
2025-04-15,7,21,13,553800,7
2025-04-16,2,4,2,120501,2
2025-04-17,6,10,12,287101,5
2025-04-18,14,39,14,1012001,14
2025-04-19,17,51,17,971413,17
2025-04-20,3,9,3,165970,3
2025-04-21,6,13,7,231100,5
2025-04-22,1,2,1,31000,1
2025-04-23,1,2,1,50600,1
2025-04-24,3,7,3,124200,3
2025-04-25,5,12,12,263800,5
2025-04-26,8,18,14,505704,8
2025-04-27,10,24,15,718041,10
2025-04-28,7,14,6,425801,6
2025-04-29,5,16,6,471321,5
2025-04-30,4,12,4,244661,4
2025-05-01,1,2,1,45900,1
2025-05-02,8,21,15,567201,8
2025-05-03,48,124,44,3464642,41
2025-05-04,39,129,35,3827588,39
2025-05-05,18,57,25,1244455,18
2025-05-06,5,10,10,330500,5
2025-05-07,0,0,0,0,0
2025-05-08,2,4,2,66001,2
2025-05-09,4,9,4,215351,4
2025-05-10,6,18,13,428001,6
2025-05-11,0,0,0,0,0
2025-05-12,1,4,1,52000,1
2025-05-13,0,0,0,0,0
2025-05-14,1,1,11,0,1
2025-05-15,2,5,2,172600,2
2025-05-16,3,8,10,171400,3
2025-05-17,12,36,13,963351,12
2025-05-18,3,11,3,147000,3
2025-05-19,3,6,3,149400,3
2025-05-20,1,4,1,68000,1
2025-05-21,1,5,1,185520,1
2025-05-22,3,7,3,167000,3
2025-05-23,3,9,3,154360,3
2025-05-24,10,27,17,630561,10
2025-05-25,5,16,5,272750,5
2025-05-26,1,1,1,20800,1
2025-05-27,0,0,0,0,0
2025-05-28,2,40,8,176000,1
2025-05-29,2,44,10,247601,2
2025-05-30,1,3,1,131550,1
2025-05-31,2,6,2,197550,2
2025-06-01,1,0,1,0,1
2025-06-02,1,5,1,79540,1
2025-06-03,0,0,0,0,0
2025-06-04,0,0,0,0,0
2025-06-05,2,3,2,45800,2
2025-06-06,2,5,2,134301,2
2025-06-07,3,7,3,225500,3
2025-06-08,0,0,0,0,0
2025-06-09,1,1,1,19500,1
2025-06-10,1,2,1,27000,1
2025-06-11,1,40,8,352000,1
