date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-09-12,45,125,45,2933481,45
2026-09-13,21,49,22,1158619,20
2026-09-14,18,42,18,900496,18
2026-09-15,22,47,21,1071501,21
2026-09-16,10,60,17,786270,9
2026-09-17,13,28,12,586300,12
2026-09-18,18,50,18,1126360,17
2026-09-19,70,185,63,4485056,68
2026-09-20,71,206,70,5246982,67
2026-09-21,81,254,77,6447840,74
2026-09-22,53,171,57,4582716,53
2026-09-23,12,33,12,692011,12
2026-09-24,10,23,9,598880,9
2026-09-25,27,60,24,1254928,24
2026-09-26,36,110,38,2645248,36
2026-09-27,23,61,21,1185994,21
2026-09-28,22,56,21,1132601,21
2026-09-29,11,20,10,398690,8
2026-09-30,7,20,9,509126,7
2026-10-01,16,45,20,856360,15
2026-10-02,22,67,25,1366310,22
2026-10-03,44,125,44,2670461,44
2026-10-04,25,65,25,1170671,25
2026-10-05,6,13,6,336001,6
2026-10-06,18,42,18,860871,18
2026-10-07,8,15,7,349821,7
2026-10-08,13,31,13,807681,12
2026-10-09,28,60,25,1279540,27
2026-10-10,55,186,61,3642771,53
2026-10-11,50,133,49,3305543,50
2026-10-12,16,50,19,1008751,16
2026-10-13,6,10,5,378440,5
2026-10-14,3,7,4,204360,3
2026-10-15,10,21,9,396881,9
2026-10-16,33,77,31,1688520,30
2026-10-17,26,83,27,1791068,26
2026-10-18,21,55,23,1076099,21
2026-10-19,20,53,19,1172530,18
2026-10-20,16,50,18,909780,16
2026-10-21,6,16,6,351840,6
2026-10-22,18,44,18,896292,14
2026-10-23,26,75,28,1397593,25
2026-10-24,44,132,44,2770324,44
2026-10-25,22,62,23,1181162,21
2026-10-26,6,11,6,345020,6
2026-10-27,2,7,2,149501,2
2026-10-28,3,5,3,192720,3
2026-10-29,10,19,9,535300,9
2026-10-30,31,76,31,1611500,30
2026-10-31,36,105,39,2500952,36
2026-11-01,17,39,16,998321,16
2026-11-02,6,24,7,369169,6
2026-11-03,5,8,5,150450,5
2026-11-04,1,2,1,0,1
2026-11-05,7,15,6,501000,6
2026-11-06,15,50,18,1084880,15
2026-11-07,24,81,27,3409326,24
2026-11-08,18,39,18,2255361,17
2026-11-09,19,54,20,2145284,18
2026-11-10,22,60,26,3604549,22
2026-11-11,20,46,20,2765560,20
2026-11-12,28,69,28,3288126,28
2026-11-13,42,107,44,4862323,40
2026-11-14,36,110,34,6484636,36
2026-11-15,37,83,36,4904449,35
2026-11-16,16,46,19,2640850,16
2026-11-17,20,42,21,2315940,20
2026-11-18,14,31,16,1603547,14
2026-11-19,22,45,21,2827464,21
2026-11-20,36,106,39,4807451,36
2026-11-21,44,168,50,7991093,43
2026-11-22,44,124,41,7115507,44
2026-11-23,22,45,18,2455164,21
2026-11-24,14,30,14,1542721,14
2026-11-25,10,25,9,1190081,9
2026-11-26,14,70,24,3894200,13
2026-11-27,29,85,32,4066542,28
2026-11-28,29,88,28,4478522,29
2026-11-29,25,56,33,3273456,25
2026-11-30,13,30,13,1901130,13
2026-12-01,12,26,13,1622500,12
2026-12-02,2,38,2,868500,2
2026-12-03,13,36,14,1663890,13
2026-12-04,24,100,26,4048685,24
2026-12-05,24,138,28,4875781,24
2026-12-06,20,58,22,3101180,20
2026-12-07,11,27,10,1844681,11
2026-12-08,8,20,8,1186702,8
2026-12-09,8,31,11,1026444,8
2026-12-10,5,10,5,680720,5
2026-12-11,14,29,14,1649590,14
