date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-08-06,30,89,27,1839292,29
2026-08-07,39,122,38,2656192,37
2026-08-08,73,249,75,5675267,69
2026-08-09,72,212,69,5282245,66
2026-08-10,55,198,64,5005075,53
2026-08-11,59,202,59,5092342,59
2026-08-12,54,142,44,4031363,47
2026-08-13,52,167,52,4513167,49
2026-08-14,55,174,57,4730883,54
2026-08-15,38,152,39,3230431,36
2026-08-16,31,109,33,2315348,31
2026-08-17,25,72,27,1753142,23
2026-08-18,15,51,18,1229701,15
2026-08-19,16,41,14,1023438,16
2026-08-20,27,66,22,1724319,22
2026-08-21,31,86,30,1752595,30
2026-08-22,48,127,43,2945012,47
2026-08-23,24,84,28,1614385,24
2026-08-24,20,46,18,764867,17
2026-08-25,17,63,21,1019324,16
2026-08-26,11,25,11,590213,10
2026-08-27,15,46,15,1014773,14
2026-08-28,10,32,11,636384,10
2026-08-29,25,82,27,1855118,25
2026-08-30,12,35,12,755382,12
2026-08-31,2,4,2,198950,2
2026-09-01,6,15,6,396099,6
2026-09-02,5,11,5,219821,5
2026-09-03,12,33,12,954370,12
2026-09-04,19,51,19,843836,19
2026-09-05,26,67,24,1506761,24
2026-09-06,17,43,18,857081,17
2026-09-07,8,18,9,397161,8
2026-09-08,4,9,4,179450,4
2026-09-09,1,2,1,33300,1
2026-09-10,11,36,11,567980,10
2026-09-11,18,50,20,926046,18
2026-09-12,15,57,16,1106191,15
2026-09-13,6,20,8,244140,6
2026-09-14,3,7,3,102600,3
2026-09-15,9,20,9,482490,9
2026-09-16,2,39,9,373920,2
2026-09-17,5,9,4,186751,4
2026-09-18,10,23,11,644960,9
2026-09-19,42,107,36,2354783,37
2026-09-20,51,157,51,4322019,48
2026-09-21,60,176,54,4788670,52
2026-09-22,6,31,11,809249,6
2026-09-23,3,6,3,120980,3
2026-09-24,3,8,3,175500,3
2026-09-25,17,40,14,709230,14
2026-09-26,19,62,22,1346700,19
2026-09-27,10,26,10,413950,10
2026-09-28,10,30,9,574101,9
2026-09-29,4,11,5,217010,4
2026-09-30,3,7,2,142400,2
2026-10-01,8,26,12,575360,8
2026-10-02,11,28,11,508920,11
2026-10-03,29,89,29,1546870,29
2026-10-04,7,20,9,421110,7
2026-10-05,4,8,4,134921,4
2026-10-06,10,36,16,775291,10
2026-10-07,4,6,3,150721,3
2026-10-08,4,10,5,240621,4
2026-10-09,12,19,8,455580,11
2026-10-10,38,130,44,2844918,36
2026-10-11,28,76,27,1760811,28
2026-10-12,5,17,5,321130,5
2026-10-13,2,15,8,370760,2
2026-10-14,1,2,1,58000,1
2026-10-15,2,5,2,74680,2
2026-10-16,11,16,8,397880,8
2026-10-17,6,21,7,384401,6
2026-10-18,11,28,13,525880,11
2026-10-19,8,22,7,436980,6
2026-10-20,4,16,5,273220,4
2026-10-21,2,7,2,193820,2
2026-10-22,12,29,9,563142,9
2026-10-23,9,40,12,742232,9
2026-10-24,21,63,22,1232610,21
2026-10-25,13,33,12,734561,12
2026-10-26,0,0,0,0,0
2026-10-27,1,3,1,93001,1
2026-10-28,0,0,0,0,0
2026-10-29,3,7,3,202330,3
2026-10-30,12,28,11,534720,11
2026-10-31,14,36,17,753422,14
2026-11-01,5,11,5,306791,4
2026-11-02,1,4,2,72001,1
2026-11-03,0,0,0,0,0
2026-11-04,1,2,1,0,1
