date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-04-26,46,109,43,2291544,43
2025-04-27,27,83,35,1736591,27
2025-04-28,35,81,39,1634912,33
2025-04-29,30,76,37,1724582,30
2025-04-30,22,50,19,1175381,22
2025-05-01,24,55,27,1307360,23
2025-05-02,39,112,43,2304408,37
2025-05-03,81,221,64,5524303,76
2025-05-04,66,209,62,5392888,66
2025-05-05,53,167,58,3878171,53
2025-05-06,13,30,21,927160,13
2025-05-07,3,9,3,195900,3
2025-05-08,11,23,11,353801,11
2025-05-09,10,19,14,419081,10
2025-05-10,18,53,19,995372,18
2025-05-11,11,29,11,452020,11
2025-05-12,7,16,7,359400,7
2025-05-13,6,13,13,291400,6
2025-05-14,3,14,3,123000,3
2025-05-15,7,52,17,606600,7
2025-05-16,8,17,15,381540,8
2025-05-17,37,108,35,2807557,37
2025-05-18,7,18,16,453760,7
2025-05-19,9,21,9,481000,9
2025-05-20,5,12,5,221020,5
2025-05-21,3,9,3,258590,3
2025-05-22,14,28,16,703101,13
2025-05-23,16,42,24,758730,15
2025-05-24,29,85,32,1816431,29
2025-05-25,9,25,18,566750,9
2025-05-26,4,9,11,210751,4
2025-05-27,4,6,4,161600,4
2025-05-28,6,84,21,587700,4
2025-05-29,8,96,32,968211,8
2025-05-30,10,26,17,633050,10
2025-05-31,12,33,17,895531,12
2025-06-01,5,11,5,146750,5
2025-06-02,2,9,3,144940,2
2025-06-03,1,2,1,17600,1
2025-06-04,0,0,0,0,0
2025-06-05,6,13,6,326050,6
2025-06-06,7,18,15,438481,7
2025-06-07,10,29,17,766800,10
2025-06-08,3,13,3,159990,3
2025-06-09,4,7,4,170301,4
2025-06-10,3,12,5,245300,3
2025-06-11,3,42,9,382500,2
2025-06-12,4,8,11,210990,3
2025-06-13,8,22,9,568960,8
2025-06-14,8,26,10,609350,8
2025-06-15,4,11,11,273761,4
2025-06-16,3,7,3,168800,3
2025-06-17,1,1,1,17500,1
2025-06-18,4,6,10,77000,3
2025-06-19,1,2,9,43200,1
2025-06-20,4,11,4,250800,4
2025-06-21,10,37,19,850785,10
2025-06-22,5,25,5,281201,5
2025-06-23,0,0,0,0,0
2025-06-24,0,0,0,0,0
2025-06-25,0,0,0,0,0
2025-06-26,0,0,0,0,0
2025-06-27,16,18,9,395224,9
2025-06-28,6,33,11,687044,6
2025-06-29,3,15,5,304800,3
2025-06-30,0,0,0,0,0
2025-07-01,0,0,0,0,0
2025-07-02,0,0,0,0,0
2025-07-03,2,4,2,65400,2
2025-07-04,3,7,10,198125,3
2025-07-05,9,33,9,563232,9
2025-07-06,3,6,10,227720,3
2025-07-07,1,2,8,91200,1
2025-07-08,0,0,0,0,0
2025-07-09,0,0,0,0,0
2025-07-10,2,7,9,76000,2
2025-07-11,4,14,5,295090,4
2025-07-12,7,23,7,459530,7
2025-07-13,3,10,3,240802,3
2025-07-14,0,0,0,0,0
2025-07-15,0,0,0,0,0
2025-07-16,1,2,1,50001,1
2025-07-17,2,7,2,146360,2
2025-07-18,4,8,5,138701,4
2025-07-19,23,57,27,977217,23
2025-07-20,5,9,7,292320,5
2025-07-21,4,10,4,179700,4
2025-07-22,4,15,4,236650,4
2025-07-23,0,0,0,0,0
2025-07-24,3,5,2,47801,2
2025-07-25,8,19,7,343861,6
