date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-05-19,15,27,15,880270,15
2026-05-20,7,17,7,482140,7
2026-05-21,16,32,15,818914,16
2026-05-22,14,33,15,839052,14
2026-05-23,32,79,32,1769721,32
2026-05-24,16,38,16,586841,16
2026-05-25,8,23,11,451830,7
2026-05-26,15,33,16,831475,15
2026-05-27,8,21,9,447885,8
2026-05-28,12,24,11,672130,11
2026-05-29,16,45,17,884523,16
2026-05-30,20,51,21,1216409,19
2026-05-31,22,54,23,1097857,22
2026-06-01,11,24,9,630161,11
2026-06-02,8,18,8,307400,8
2026-06-03,3,46,10,470440,3
2026-06-04,19,37,17,843812,17
2026-06-05,13,68,20,1727765,13
2026-06-06,15,48,15,1288598,15
2026-06-07,9,28,10,493492,9
2026-06-08,5,9,5,170901,5
2026-06-09,3,6,3,150530,3
2026-06-10,0,0,0,0,0
2026-06-11,4,46,11,466500,4
2026-06-12,12,32,11,690452,11
2026-06-13,25,60,23,1067219,24
2026-06-14,7,17,8,340861,7
2026-06-15,5,8,5,166620,5
2026-06-16,8,19,8,390917,8
2026-06-17,2,2,1,0,1
2026-06-18,5,8,12,132500,4
2026-06-19,12,36,12,622325,12
2026-06-20,19,63,22,1555822,19
2026-06-21,6,16,6,298301,6
2026-06-22,3,5,3,190300,3
2026-06-23,3,8,3,142800,3
2026-06-24,0,0,0,0,0
2026-06-25,6,3,9,96400,2
2026-06-26,12,32,22,651330,12
2026-06-27,12,29,20,649700,12
2026-06-28,7,10,13,181300,5
2026-06-29,3,7,11,150800,3
2026-06-30,1,5,1,44600,1
2026-07-01,4,12,4,367500,4
2026-07-02,2,3,1,113520,2
2026-07-03,6,15,6,285800,6
2026-07-04,9,25,9,614597,8
2026-07-05,8,17,7,618342,7
2026-07-06,8,22,8,629950,7
2026-07-07,0,0,0,0,0
2026-07-08,1,0,1,0,1
2026-07-09,7,11,5,377622,5
2026-07-10,9,27,10,438640,9
2026-07-11,21,68,23,1493791,21
2026-07-12,5,25,7,496960,5
2026-07-13,3,9,3,212900,3
2026-07-14,0,0,0,0,0
2026-07-15,2,6,2,187000,2
2026-07-16,3,6,3,150500,3
2026-07-17,9,18,8,278620,8
2026-07-18,41,96,44,2717092,37
2026-07-19,23,104,29,2247174,23
2026-07-20,13,32,12,836707,12
2026-07-21,1,3,1,65340,1
2026-07-22,3,9,11,185700,3
2026-07-23,2,6,2,97401,2
2026-07-24,13,52,9,848791,9
2026-07-25,16,90,21,1220602,15
2026-07-26,13,78,15,890848,13
2026-07-27,5,43,6,472606,5
2026-07-28,3,19,5,423156,3
2026-07-29,3,10,3,164500,3
2026-07-30,7,21,6,400518,6
2026-07-31,10,35,12,851380,9
2026-08-01,8,39,10,1002181,8
2026-08-02,4,14,5,411360,4
2026-08-03,5,20,5,336820,5
2026-08-04,20,30,16,695346,16
2026-08-05,16,33,16,635313,14
2026-08-06,2,11,4,289446,2
2026-08-07,11,30,9,653904,9
2026-08-08,17,58,18,1412171,16
2026-08-09,8,20,7,564401,5
2026-08-10,12,36,14,1333502,12
2026-08-11,10,22,8,914966,10
2026-08-12,7,23,7,694008,7
2026-08-13,20,57,15,1918782,16
2026-08-14,13,45,13,1460294,13
2026-08-15,7,23,6,628419,6
2026-08-16,2,7,3,117015,2
2026-08-17,3,6,7,122850,3
