date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-04-14,11,24,15,631800,11
2025-04-15,11,30,15,813000,11
2025-04-16,6,14,6,371201,6
2025-04-17,11,17,17,392601,10
2025-04-18,25,64,25,1558051,25
2025-04-19,26,78,33,1654971,26
2025-04-20,10,28,10,599220,10
2025-04-21,11,25,12,429600,10
2025-04-22,11,24,11,497400,11
2025-04-23,6,15,13,382880,6
2025-04-24,11,27,11,557800,10
2025-04-25,15,36,20,746820,15
2025-04-26,32,84,33,1726657,29
2025-04-27,29,83,36,1843852,29
2025-04-28,26,59,30,1398374,24
2025-04-29,16,50,18,1255012,16
2025-04-30,12,27,13,682181,12
2025-05-01,14,35,14,844100,13
2025-05-02,25,71,34,1617142,23
2025-05-03,81,228,66,5471623,75
2025-05-04,60,183,54,4889288,60
2025-05-05,43,142,50,3243198,43
2025-05-06,8,20,16,644360,8
2025-05-07,1,5,1,137500,1
2025-05-08,6,12,6,194801,6
2025-05-09,8,15,14,313001,8
2025-05-10,13,41,14,751871,13
2025-05-11,4,11,4,129500,4
2025-05-12,3,8,3,133400,3
2025-05-13,3,6,10,141900,3
2025-05-14,1,10,1,0,1
2025-05-15,6,51,16,589100,6
2025-05-16,7,15,14,336540,7
2025-05-17,26,77,32,1838017,26
2025-05-18,7,53,16,488800,7
2025-05-19,8,17,8,399000,8
2025-05-20,3,8,3,146000,3
2025-05-21,1,6,1,213840,1
2025-05-22,8,19,15,427501,7
2025-05-23,10,32,11,549360,9
2025-05-24,23,68,31,1398551,23
2025-05-25,10,28,10,517950,10
2025-05-26,3,6,10,173251,3
2025-05-27,2,4,2,140000,2
2025-05-28,6,124,32,907700,4
2025-05-29,3,46,11,334451,3
2025-05-30,8,19,15,459450,8
2025-05-31,8,25,17,640170,8
2025-06-01,4,8,4,87800,4
2025-06-02,2,9,3,144940,2
2025-06-03,0,0,0,0,0
2025-06-04,0,0,0,0,0
2025-06-05,3,5,3,122600,3
2025-06-06,4,9,4,259701,4
2025-06-07,9,29,10,570721,9
2025-06-08,3,13,3,159990,3
2025-06-09,2,3,2,71700,2
2025-06-10,4,14,6,271850,4
2025-06-11,1,40,8,352000,1
2025-06-12,3,4,10,127880,2
2025-06-13,3,6,3,191460,3
2025-06-14,4,14,6,254200,4
2025-06-15,3,10,3,211001,3
2025-06-16,2,5,2,137550,2
2025-06-17,1,1,1,17500,1
2025-06-18,3,2,9,37400,2
2025-06-19,1,2,9,43200,1
2025-06-20,4,11,4,250800,4
2025-06-21,6,24,14,646585,6
2025-06-22,3,21,3,219101,3
2025-06-23,0,0,0,0,0
2025-06-24,0,0,0,0,0
2025-06-25,0,0,0,0,0
2025-06-26,0,0,0,0,0
2025-06-27,2,4,2,98700,2
2025-06-28,4,8,4,172560,4
2025-06-29,2,13,4,254200,2
2025-06-30,0,0,0,0,0
2025-07-01,0,0,0,0,0
2025-07-02,0,0,0,0,0
2025-07-03,2,4,2,65400,2
2025-07-04,2,5,2,90125,2
2025-07-05,6,22,6,404181,6
2025-07-06,2,4,2,145640,2
2025-07-07,0,0,0,0,0
2025-07-08,0,0,0,0,0
2025-07-09,0,0,0,0,0
2025-07-10,1,5,1,0,1
2025-07-11,3,9,4,209540,3
2025-07-12,6,18,6,401300,6
2025-07-13,1,2,1,54601,1
