date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-12-27,42,118,32,6711259,42
2025-12-28,57,171,51,8445314,57
2025-12-29,50,154,45,7867864,50
2025-12-30,51,139,38,6655726,47
2025-12-31,35,104,32,5609164,35
2026-01-01,28,91,29,4627604,28
2026-01-02,37,125,31,6586556,37
2026-01-03,39,98,29,5245329,36
2026-01-04,27,68,31,2467185,25
2026-01-05,9,28,10,1408310,9
2026-01-06,9,24,9,1179449,9
2026-01-07,1,2,1,79000,1
2026-01-08,8,18,13,1079300,8
2026-01-09,20,69,20,3356045,20
2026-01-10,51,131,41,6643279,50
2026-01-11,38,101,30,5991308,38
2026-01-12,22,51,23,2070850,22
2026-01-13,13,30,13,1674120,13
2026-01-14,6,15,6,737400,6
2026-01-15,16,34,16,1945564,16
2026-01-16,16,46,21,2209524,16
2026-01-17,38,108,36,5245903,37
2026-01-18,21,59,23,2626650,21
2026-01-19,11,27,18,1089441,11
2026-01-20,17,38,18,1811790,17
2026-01-21,10,19,11,1096620,10
2026-01-22,11,25,16,1369584,11
2026-01-23,21,52,21,2672541,21
2026-01-24,35,111,28,5679222,35
2026-01-25,20,56,34,2766016,20
2026-01-26,9,20,15,942492,9
2026-01-27,5,10,5,501000,5
2026-01-28,3,7,10,409200,3
2026-01-29,10,27,11,1494101,10
2026-01-30,23,60,28,2616664,22
2026-01-31,26,77,22,4638616,25
2026-02-01,7,15,7,770000,7
2026-02-02,7,12,5,666200,5
2026-02-03,7,16,8,815240,7
2026-02-04,4,21,14,790100,4
2026-02-05,4,8,11,451380,4
2026-02-06,21,50,27,2955354,20
2026-02-07,29,102,39,4027463,29
2026-02-08,17,60,23,2437775,17
2026-02-09,6,51,13,979400,6
2026-02-10,7,24,9,911120,7
2026-02-11,18,50,15,3361546,18
2026-02-12,10,21,10,1194460,10
2026-02-13,18,45,23,1987672,18
2026-02-14,26,73,20,3763890,26
2026-02-15,16,43,19,2204951,16
2026-02-16,13,30,16,1629600,12
2026-02-17,7,19,11,934039,7
2026-02-18,8,22,8,926060,8
2026-02-19,9,16,9,733800,8
2026-02-20,20,48,21,2424741,20
2026-02-21,39,94,27,5237539,39
2026-02-22,32,96,31,5289977,32
2026-02-23,4,11,5,539660,4
2026-02-24,5,12,5,729800,5
2026-02-25,5,13,12,646920,5
2026-02-26,4,9,11,432200,4
2026-02-27,9,28,17,1272134,9
2026-02-28,30,116,22,5605561,30
2026-03-01,11,30,14,1471850,11
2026-03-02,4,8,7,363100,4
2026-03-03,2,6,2,495500,2
2026-03-04,2,6,2,277970,2
2026-03-05,5,13,10,959000,5
2026-03-06,11,34,16,1470350,11
2026-03-07,12,42,19,2541220,12
2026-03-08,7,17,7,615280,7
2026-03-09,3,8,3,385220,3
2026-03-10,8,22,15,1061800,8
2026-03-11,1,2,1,87780,1
2026-03-12,2,4,2,207200,2
2026-03-13,16,45,26,1627860,16
2026-03-14,11,21,15,1313190,11
2026-03-15,8,22,8,807670,8
2026-03-16,2,2,1,118800,1
2026-03-17,4,9,5,389400,4
2026-03-18,4,10,4,388960,4
2026-03-19,6,14,6,646270,6
2026-03-20,19,52,20,2332804,19
2026-03-21,14,35,9,1649070,14
2026-03-22,7,18,12,738710,7
2026-03-23,2,5,7,301920,2
2026-03-24,3,6,3,307010,3
2026-03-25,2,4,9,353120,2
2026-03-26,4,10,4,535700,4
2026-03-27,5,11,5,410600,5
