date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-06-28,34,85,35,1753123,33
2025-06-29,12,33,13,660231,12
2025-06-30,8,19,16,334530,8
2025-07-01,5,9,5,216028,5
2025-07-02,4,8,11,160400,4
2025-07-03,7,19,8,480201,7
2025-07-04,8,24,15,495700,8
2025-07-05,29,84,35,2051761,29
2025-07-06,13,71,24,761070,13
2025-07-07,7,17,14,477651,7
2025-07-08,0,0,0,0,0
2025-07-09,4,6,11,153040,4
2025-07-10,9,28,16,492421,8
2025-07-11,18,47,29,1017970,18
2025-07-12,31,80,33,2085722,31
2025-07-13,19,39,23,782972,16
2025-07-14,4,14,12,170000,4
2025-07-15,6,12,6,267500,6
2025-07-16,7,16,12,526201,7
2025-07-17,9,22,16,450000,9
2025-07-18,29,71,26,1363606,29
2025-07-19,65,185,58,3908661,65
2025-07-20,30,87,29,2277041,30
2025-07-21,30,95,31,1596281,29
2025-07-22,12,46,14,753066,12
2025-07-23,4,10,7,162700,4
2025-07-24,18,48,22,949893,16
2025-07-25,32,102,38,2277833,30
2025-07-26,32,108,35,2031087,29
2025-07-27,26,109,34,1779897,23
2025-07-28,25,98,27,1712192,24
2025-07-29,17,68,19,1199850,17
2025-07-30,11,37,11,786151,11
2025-07-31,17,50,16,892722,16
2025-08-01,24,74,40,1690191,23
2025-08-02,20,93,26,1591418,20
2025-08-03,20,63,20,1393229,18
2025-08-04,23,70,23,1625609,20
2025-08-05,15,39,18,805950,10
2025-08-06,4,21,6,414320,3
2025-08-07,15,50,22,1076073,14
2025-08-08,31,108,32,1982409,28
2025-08-09,37,139,39,3810312,32
2025-08-10,39,140,41,3594969,39
2025-08-11,39,137,42,3697825,35
2025-08-12,31,88,27,2563890,27
2025-08-13,38,110,40,2985323,30
2025-08-14,18,82,31,2098098,15
2025-08-15,26,93,35,2486653,25
2025-08-16,28,89,35,1925563,27
2025-08-17,22,66,25,1130801,20
2025-08-18,19,57,19,894520,17
2025-08-19,6,31,10,515410,6
2025-08-20,9,32,13,496461,8
2025-08-21,6,20,7,431831,6
2025-08-22,12,35,11,682611,11
2025-08-23,13,53,15,885832,13
2025-08-24,17,50,22,1047931,15
2025-08-25,7,27,8,449631,7
2025-08-26,1,5,1,63320,1
2025-08-27,0,0,0,0,0
2025-08-28,4,11,4,241530,4
2025-08-29,10,34,9,505580,9
2025-08-30,7,23,7,543480,7
2025-08-31,4,8,4,296900,4
2025-09-01,1,4,1,74200,1
2025-09-02,4,12,4,237100,4
2025-09-03,0,0,0,0,0
2025-09-04,3,11,10,285600,3
2025-09-05,3,10,3,197200,2
2025-09-06,17,46,22,923380,17
2025-09-07,4,9,4,254702,4
2025-09-08,2,4,2,30500,2
2025-09-09,2,10,2,134501,2
2025-09-10,2,4,7,206400,2
2025-09-11,2,4,2,134000,2
2025-09-12,4,11,4,299000,4
2025-09-13,14,39,20,951360,12
2025-09-14,9,36,11,675590,9
2025-09-15,3,6,10,178200,3
2025-09-16,2,4,2,57500,2
2025-09-17,0,0,0,0,0
2025-09-18,2,6,2,140400,2
2025-09-19,2,5,2,160000,2
2025-09-20,11,36,10,964380,9
2025-09-21,3,9,11,247500,3
2025-09-22,2,7,2,90630,2
2025-09-23,4,8,4,129550,4
2025-09-24,3,5,7,186280,3
2025-09-25,2,4,2,109440,2
2025-09-26,2,3,9,99580,2
