date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-08-27,16,47,21,1034975,16
2025-08-28,14,40,22,868830,14
2025-08-29,30,80,36,1511857,28
2025-08-30,31,87,30,1828571,31
2025-08-31,13,34,23,806381,13
2025-09-01,13,38,14,700540,13
2025-09-02,7,20,7,412780,7
2025-09-03,8,13,11,315060,8
2025-09-04,15,40,18,853761,15
2025-09-05,19,50,22,943398,17
2025-09-06,41,93,35,1948943,41
2025-09-07,16,51,16,980593,16
2025-09-08,8,20,8,377980,8
2025-09-09,5,11,5,207160,5
2025-09-10,2,4,2,106210,2
2025-09-11,7,17,14,520080,7
2025-09-12,14,42,14,822870,14
2025-09-13,49,138,38,3539414,46
2025-09-14,26,77,27,1636342,25
2025-09-15,6,16,7,226101,6
2025-09-16,6,11,6,231440,6
2025-09-17,11,12,10,251120,5
2025-09-18,9,34,17,614921,9
2025-09-19,13,38,21,681400,13
2025-09-20,30,95,30,2400058,28
2025-09-21,15,39,16,693582,15
2025-09-22,10,27,10,574331,10
2025-09-23,11,22,11,504050,11
2025-09-24,7,12,9,361820,6
2025-09-25,9,23,17,633750,9
2025-09-26,17,38,18,961215,15
2025-09-27,32,119,32,2418921,28
2025-09-28,15,36,22,737421,15
2025-09-29,5,7,11,229760,4
2025-09-30,1,4,9,205260,1
2025-10-01,0,0,0,0,0
2025-10-02,6,16,7,413640,6
2025-10-03,10,25,17,534860,10
2025-10-04,19,55,23,1266820,19
2025-10-05,9,30,17,475090,9
2025-10-06,11,43,13,641270,10
2025-10-07,4,10,9,423600,4
2025-10-08,3,8,3,173800,3
2025-10-09,9,25,11,507700,9
2025-10-10,21,43,24,1019380,17
2025-10-11,30,86,30,2026823,27
2025-10-12,29,94,35,2240843,29
2025-10-13,6,16,6,347161,6
2025-10-14,3,8,3,119000,3
2025-10-15,3,6,3,173800,3
2025-10-16,6,12,6,303210,6
2025-10-17,14,26,19,693080,14
2025-10-18,24,104,34,2102856,24
2025-10-19,9,16,7,470620,6
2025-10-20,8,19,14,474410,8
2025-10-21,3,6,3,122040,3
2025-10-22,4,7,9,234560,4
2025-10-23,4,9,4,207410,4
2025-10-24,7,14,12,446460,7
2025-10-25,15,45,18,1124860,15
2025-10-26,17,35,19,890102,16
2025-10-27,7,20,15,352700,7
2025-10-28,4,9,4,247700,4
2025-10-29,3,8,7,237600,3
2025-10-30,2,5,2,91200,2
2025-10-31,11,30,14,684890,11
2025-11-01,20,79,27,2060991,20
2025-11-02,18,53,19,1374000,18
2025-11-03,7,25,7,458461,7
2025-11-04,1,2,1,37620,1
2025-11-05,5,12,12,331000,5
2025-11-06,3,7,3,111151,3
2025-11-07,14,36,19,1451620,14
2025-11-08,27,85,21,4297571,26
2025-11-09,15,45,14,2195360,15
2025-11-10,11,25,17,1314700,10
2025-11-11,5,15,7,660100,5
2025-11-12,9,18,8,783600,9
2025-11-13,24,66,19,2980872,24
2025-11-14,29,69,25,2667494,29
2025-11-15,33,104,26,4058495,33
2025-11-16,26,94,18,2524920,26
2025-11-17,18,35,19,1647785,17
2025-11-18,16,31,20,1193390,16
2025-11-19,7,15,7,787001,7
2025-11-20,11,27,13,1185820,11
2025-11-21,33,101,35,4344193,33
2025-11-22,26,87,32,3394061,26
2025-11-23,38,129,29,4475765,38
2025-11-24,12,27,13,1267780,12
2025-11-25,7,20,9,856700,7
