date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-05-18,10,19,10,438180,10
2026-05-19,15,27,15,880270,15
2026-05-20,5,12,5,395130,5
2026-05-21,15,31,14,806764,15
2026-05-22,14,33,15,839052,14
2026-05-23,31,78,32,1719821,31
2026-05-24,16,39,16,609341,16
2026-05-25,8,23,11,451830,7
2026-05-26,14,31,15,797475,14
2026-05-27,8,21,9,447885,8
2026-05-28,12,24,11,672130,11
2026-05-29,15,42,16,839523,15
2026-05-30,20,51,21,1216409,19
2026-05-31,19,48,20,1015157,19
2026-06-01,9,21,8,531761,9
2026-06-02,7,16,7,276400,7
2026-06-03,3,46,10,470440,3
2026-06-04,20,39,18,889792,18
2026-06-05,13,68,20,1727765,13
2026-06-06,15,48,15,1284598,15
2026-06-07,9,25,10,460152,9
2026-06-08,5,9,5,170901,5
2026-06-09,3,6,3,150530,3
2026-06-10,0,0,0,0,0
2026-06-11,4,46,11,466500,4
2026-06-12,8,21,8,580902,8
2026-06-13,22,52,20,865720,21
2026-06-14,6,14,7,293581,6
2026-06-15,5,8,5,136400,5
2026-06-16,7,17,7,348917,7
2026-06-17,2,2,1,0,1
2026-06-18,5,8,12,132500,4
2026-06-19,11,32,11,581625,11
2026-06-20,18,61,21,1477022,18
2026-06-21,6,16,6,298301,6
2026-06-22,3,5,3,190300,3
2026-06-23,3,8,3,142800,3
2026-06-24,0,0,0,0,0
2026-06-25,6,3,9,96400,2
2026-06-26,10,24,20,550370,10
2026-06-27,12,29,20,649700,12
2026-06-28,7,10,13,181300,5
2026-06-29,3,7,11,150800,3
2026-06-30,1,5,1,44600,1
2026-07-01,4,12,4,367500,4
2026-07-02,2,3,1,113520,2
2026-07-03,6,15,6,285800,6
2026-07-04,5,13,5,424097,5
2026-07-05,8,17,7,618342,7
2026-07-06,7,20,7,602600,6
2026-07-07,0,0,0,0,0
2026-07-08,1,0,1,0,1
2026-07-09,7,11,5,377622,5
2026-07-10,7,21,8,350640,7
2026-07-11,20,59,21,1472691,20
2026-07-12,5,25,7,496960,5
2026-07-13,3,9,3,212900,3
2026-07-14,0,0,0,0,0
2026-07-15,1,2,1,116600,1
2026-07-16,3,6,3,150500,3
2026-07-17,9,18,8,278620,8
2026-07-18,42,99,44,2765691,37
2026-07-19,21,95,27,2116974,21
2026-07-20,13,32,12,836707,12
2026-07-21,1,3,1,65340,1
2026-07-22,3,9,11,185700,3
2026-07-23,2,6,2,97401,2
2026-07-24,13,52,9,848791,9
2026-07-25,16,90,21,1220602,15
2026-07-26,13,78,15,890848,13
2026-07-27,5,43,6,472606,5
2026-07-28,3,19,5,423156,3
2026-07-29,3,10,3,164500,3
2026-07-30,7,21,6,400518,6
2026-07-31,10,35,12,854020,9
2026-08-01,7,35,9,950581,7
2026-08-02,3,10,4,278160,3
2026-08-03,2,7,2,104400,2
2026-08-04,17,26,13,593246,13
2026-08-05,14,28,14,553903,12
2026-08-06,1,7,3,208860,1
2026-08-07,12,32,10,702304,10
2026-08-08,17,58,18,1412171,16
2026-08-09,7,12,5,370801,4
2026-08-10,12,36,14,1349452,12
2026-08-11,10,22,8,914966,10
2026-08-12,8,25,8,783808,8
2026-08-13,19,53,14,1717302,15
2026-08-14,12,42,12,1369544,12
2026-08-15,8,26,7,672419,7
2026-08-16,0,3,1,117315,0
